Site,Unique ID,Outplant.Date,Tag.Num,Project Type,Attachment Method,Plug Type,Geno Layout,Num.Frags.Array,Species,Geno,Time.Point,Monitoring.Date,Num.Dead.Old,Num.Dead.New,Num.Missing,Num.Predation,Perc.Partial.Mortality.Old,Perc.Partial.Mortality.New,Fish.Predation,Snails,Disease,Bleaching,Overall.Condition,Fusion,Comments,Location
CI_M_3,43865-CI_M_3-38,2/4/2020,38,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Year,2/12/2021,0,0,0,0,5,0,N,N,N,N,1,0,0,Cook Island
CI_M_3,43865-CI_M_3-46,2/4/2020,46,Restoration,plug/epoxy,co,grouped,19,OFAV,OF11,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-47,2/4/2020,47,Restoration,plug/epoxy,co,grouped,15,OFAV,OF11,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-48,2/4/2020,48,Restoration,plug/epoxy,co,grouped,15,OFAV,OF11,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,a number of corals with heavy predation,Cook Island
CI_M_3,43865-CI_M_3-49,2/4/2020,49,Restoration,plug/epoxy,co,grouped,15,OFAV,OF8,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-36,2/4/2020,36,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-37,2/4/2020,37,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,3 coral with abrasion.,Cook Island
CI_M_3,43865-CI_M_3-38,2/4/2020,38,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-39,2/4/2020,39,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-40,2/4/2020,40,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,1,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-41,2/4/2020,41,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-42,2/4/2020,42,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,1,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-43,2/4/2020,43,Restoration,plug/epoxy,co,grouped,9,OFAV,OF61,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-44,2/4/2020,44,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Month,3/5/2020,0,0,1,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-59,2/4/2020,59,Restoration,plug/epoxy,co,grouped,15,OFAV,OF524,One.Month,3/5/2020,0,0,0,0,0,25,Y,N,N,N,3,0,a number of heavily abraded corals,Cook Island
CI_M_3,43865-CI_M_3-46,2/4/2020,46,Restoration,plug/epoxy,co,grouped,19,OFAV,OF11,One.Year,2/12/2021,0,0,0,0,0,0,N,N,N,N,1,0,excellent fusion,Cook Island
CI_M_3,43865-CI_M_3-47,2/4/2020,47,Restoration,plug/epoxy,co,grouped,15,OFAV,OF11,One.Year,2/12/2021,0,0,0,0,0,0,N,N,N,N,1,0,excellent fusion,Cook Island
CI_M_3,43865-CI_M_3-48,2/4/2020,48,Restoration,plug/epoxy,co,grouped,15,OFAV,OF11,One.Year,2/12/2021,2,0,0,0,15,0,N,N,N,N,1,0,algae int,Cook Island
CI_M_3,43865-CI_M_3-50,2/4/2020,50,Restoration,plug/epoxy,co,grouped,15,OFAV,OF8,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-51,2/4/2020,51,Restoration,plug/epoxy,co,grouped,15,OFAV,OF8,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-52,2/4/2020,52,Restoration,plug/epoxy,co,grouped,20,OFAV,OF483,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-53,2/4/2020,53,Restoration,plug/epoxy,co,grouped,15,OFAV,OF483,One.Month,3/5/2020,0,0,0,0,0,15,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-54,2/4/2020,54,Restoration,plug/epoxy,co,grouped,15,OFAV,OF483,One.Month,3/5/2020,0,0,0,0,0,10,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-55,2/4/2020,55,Restoration,plug/epoxy,co,grouped,15,OFAV,OF483,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-56,2/4/2020,56,Restoration,plug/epoxy,co,grouped,20,OFAV,OF524,One.Month,3/5/2020,0,0,0,0,0,30,Y,N,?,N,3,0,1 plug showing tissue necrosis,Cook Island
CI_M_3,43865-CI_M_3-57,2/4/2020,57,Restoration,plug/epoxy,co,grouped,15,OFAV,OF524,One.Month,3/5/2020,0,0,1,0,0,20,Y,N,N,N,3,0,a number of heavily abraded corals,Cook Island
CI_M_3,43865-CI_M_3-58,2/4/2020,58,Restoration,plug/epoxy,co,grouped,15,OFAV,OF524,One.Month,3/5/2020,0,0,0,0,0,20,Y,N,N,N,3,0,0,Cook Island
CI_M_3,43865-CI_M_3-44,2/4/2020,44,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Year,2/12/2021,0,0,1,0,2,0,N,N,N,N,1,0,0,Cook Island
CI_M_3,43865-CI_M_3-59,2/4/2020,59,Restoration,plug/epoxy,co,grouped,15,OFAV,OF524,One.Year,2/12/2021,14,0,0,0,0,0,N,N,N,N,3,0,nearly all dead,Cook Island
CI_M_3,43865-CI_M_3-51,2/4/2020,51,Restoration,plug/epoxy,co,grouped,15,OFAV,OF8,One.Year,2/12/2021,0,0,0,0,20,0,N,N,N,N,2,0,algae int,Cook Island
CI_M_3,43865-CI_M_3-52,2/4/2020,52,Restoration,plug/epoxy,co,grouped,20,OFAV,OF483,One.Year,2/12/2021,1,0,0,0,15,0,N,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-49,2/4/2020,49,Restoration,plug/epoxy,co,grouped,15,OFAV,OF8,One.Year,2/12/2021,5,0,0,0,20,0,N,N,N,N,2,0,algae int,Cook Island
CI_M_3,43865-CI_M_3-50,2/4/2020,50,Restoration,plug/epoxy,co,grouped,15,OFAV,OF8,One.Year,2/12/2021,4,0,0,0,35,0,N,N,N,N,2,0,algae int,Cook Island
CI_M_3,43865-CI_M_3-41,2/4/2020,41,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Year,2/12/2021,0,0,0,0,2,0,N,N,N,N,1,0,0,Cook Island
CI_M_3,43865-CI_M_3-42,2/4/2020,42,Restoration,plug/epoxy,co,grouped,20,OFAV,OF61,One.Year,2/12/2021,0,0,2,0,2,0,N,N,N,N,1,0,0,Cook Island
CI_M_3,43865-CI_M_3-53,2/4/2020,53,Restoration,plug/epoxy,co,grouped,15,OFAV,OF483,One.Year,2/12/2021,0,0,0,0,0,0,N,N,N,N,1,0,good fusion,Cook Island
CI_M_3,43865-CI_M_3-54,2/4/2020,54,Restoration,plug/epoxy,co,grouped,15,OFAV,OF483,One.Year,2/12/2021,3,0,0,0,5,0,N,N,N,N,1,0,good fusion,Cook Island
CI_M_3,43865-CI_M_3-55,2/4/2020,55,Restoration,plug/epoxy,co,grouped,15,OFAV,OF483,One.Year,2/12/2021,6,0,0,0,15,0,N,N,N,N,2,0,0,Cook Island
CI_M_3,43865-CI_M_3-43,2/4/2020,43,Restoration,plug/epoxy,co,grouped,9,OFAV,OF61,One.Year,2/12/2021,0,0,1,0,5,0,N,N,N,N,1,0,0,Cook Island
CI_M_3,43865-CI_M_3-58,2/4/2020,58,Restoration,plug/epoxy,co,grouped,15,OFAV,OF524,One.Year,2/12/2021,15,0,0,0,0,0,N,N,N,N,4,0,dead,Cook Island
CI_M_3,43865-CI_M_3-56,2/4/2020,56,Restoration,plug/epoxy,co,grouped,20,OFAV,OF524,One.Year,2/12/2021,20,0,0,0,0,0,N,N,N,N,4,0,dead,Cook Island
CI_M_3,43865-CI_M_3-57,2/4/2020,57,Restoration,plug/epoxy,co,grouped,15,OFAV,OF524,One.Year,2/12/2021,14,0,1,0,0,0,N,N,N,N,3,0,nearly all dead,Cook Island
CP_M_1,43794-CP_M_1-16,11/25/2019,16,Restoration,plug/epoxy,0,grouped,15,OFAV,OF1,One.Month,12/30/2019,0,0,0,0,0,20,Y,N,N,N,2,0,0,Catspaw
CP_M_1,43794-CP_M_1-17,11/25/2019,17,Restoration,plug/epoxy,0,grouped,15,OFAV,OF1,One.Month,12/30/2019,0,0,0,0,0,20,Y,N,N,N,2,0,0,Catspaw
CP_M_1,43794-CP_M_1-15,11/25/2019,15,Restoration,plug/epoxy,0,grouped,10,OFAV,OF1,One.Month,12/30/2019,0,0,0,0,0,15,Y,N,N,N,2,0,0,Catspaw
CP_M_1,43794-CP_M_1-11,11/25/2019,11,Restoration,plug/epoxy,0,grouped,15,OFAV,OF61,One.Month,12/30/2019,0,0,0,0,0,15,Y,N,N,N,2,0,0,Catspaw
CP_M_1,43794-CP_M_1-12,11/25/2019,12,Restoration,plug/epoxy,0,grouped,15,OFAV,OF61,One.Month,12/30/2019,0,0,0,0,0,15,Y,N,N,N,2,0,0,Catspaw
CP_M_1,43794-CP_M_1-14,11/25/2019,14,Restoration,plug/epoxy,0,grouped,15,OFAV,OF635,One.Month,12/30/2019,1,0,0,0,0,50,Y,N,N,N,3,0,1 coral completley removed by fish,Catspaw
CP_M_1,43794-CP_M_1-10,11/25/2019,10,Restoration,plug/epoxy,0,grouped,15,OFAV,OF61,One.Month,12/30/2019,0,0,0,0,0,15,Y,N,N,N,2,0,0,Catspaw
CP_M_1,43794-CP_M_1-15,11/25/2019,15,Restoration,plug/epoxy,0,grouped,10,OFAV,OF1,One.Year,11/23/2020,0,0,0,0,0,0,N,N,N,N,1,0,~15% fusion,Catspaw
CP_M_1,43794-CP_M_1-16,11/25/2019,16,Restoration,plug/epoxy,0,grouped,15,OFAV,OF1,One.Year,11/23/2020,0,0,0,0,0,0,N,N,N,N,1,0,~25% fusion,Catspaw
CP_M_1,43794-CP_M_1-13,11/25/2019,13,Restoration,plug/epoxy,0,grouped,15,OFAV,OF331,One.Month,12/30/2019,15,0,0,0,0,0,Y,N,N,N,4,0,All 15 corals completley removed from plug by fish,Catspaw
CP_M_1,43794-CP_M_1-14,11/25/2019,14,Restoration,plug/epoxy,0,grouped,15,OFAV,OF635,One.Year,11/23/2020,13,0,0,0,0,0,N,N,N,N,4,0,only a couple of polyps left,Catspaw
CP_M_1,43794-CP_M_1-10,11/25/2019,10,Restoration,plug/epoxy,0,grouped,15,OFAV,OF61,One.Year,11/23/2020,0,0,0,0,0,0,N,N,N,N,1,0,~20% fusion,Catspaw
CP_M_1,43794-CP_M_1-11,11/25/2019,11,Restoration,plug/epoxy,0,grouped,15,OFAV,OF61,One.Year,11/23/2020,0,0,0,0,0,0,N,N,N,N,1,0,some fusion,Catspaw
CP_M_1,43794-CP_M_1-17,11/25/2019,17,Restoration,plug/epoxy,0,grouped,15,OFAV,OF1,One.Year,11/23/2020,0,0,0,0,0,0,N,N,N,N,1,0,~25% fusion,Catspaw
CP_M_1,43794-CP_M_1-13,11/25/2019,13,Restoration,plug/epoxy,0,grouped,15,OFAV,OF331,One.Year,11/23/2020,15,0,0,0,0,0,N,N,N,N,4,0,all dead,Catspaw
CP_M_1,43794-CP_M_1-12,11/25/2019,12,Restoration,plug/epoxy,0,grouped,15,OFAV,OF61,One.Year,11/23/2020,0,0,0,0,0,0,N,N,N,N,1,0,some fusion,Catspaw
CP_M_2,43913-CP_M_2-X-27,3/23/2020,X-27,Restoration,plug/epoxy,co,grouped,5,OFAV,OF583,One.Month,4/29/2020,0,0,0,5,10,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-26,3/23/2020,X-26,Restoration,plug/epoxy,co,grouped,5,OFAV,OF610,One.Month,4/29/2020,0,0,0,5,5,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-28,3/23/2020,X-28,Restoration,plug/epoxy,co,grouped,5,OFAV,OF324,One.Month,4/29/2020,0,0,0,5,5,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-42,3/23/2020,X-42,Restoration,plug/epoxy,co,grouped,5,OFAV,OF629,One.Year,4/1/2021,0,0,0,0,10,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-39,3/23/2020,X-39,Restoration,plug/epoxy,co,grouped,10,OFAV,OF631,One.Year,4/1/2021,0,0,0,0,30,0,N,N,N,Y,2,0,PB,Catspaw
CP_M_2,43913-CP_M_2-X-40,3/23/2020,X-40,Restoration,plug/epoxy,co,grouped,5,OFAV,OF266,One.Year,4/1/2021,0,0,0,0,10,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-41,3/23/2020,X-41,Restoration,plug/epoxy,co,grouped,5,OFAV,OF308,One.Year,4/1/2021,0,0,0,0,10,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-32,3/23/2020,X-32,Restoration,plug/epoxy,co,grouped,5,OFAV,OF605,One.Month,4/29/2020,0,0,0,5,25,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-29,3/23/2020,X-29,Restoration,plug/epoxy,co,grouped,5,OFAV,OF381,One.Month,4/29/2020,0,0,0,5,5,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-30,3/23/2020,X-30,Restoration,plug/epoxy,co,grouped,5,OFAV,OF635,One.Month,4/29/2020,0,0,0,5,10,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-31,3/23/2020,X-31,Restoration,plug/epoxy,co,grouped,5,OFAV,OF386,One.Month,4/29/2020,0,0,0,5,20,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-25,3/23/2020,X-25,Restoration,plug/epoxy,co,grouped,5,OFAV,OF607,One.Month,4/29/2020,0,0,0,5,10,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-38,3/23/2020,X-38,Restoration,plug/epoxy,co,grouped,10,OFAV,OF471,One.Year,4/1/2021,0,0,0,0,15,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-25,3/23/2020,X-25,Restoration,plug/epoxy,co,grouped,5,OFAV,OF607,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-26,3/23/2020,X-26,Restoration,plug/epoxy,co,grouped,5,OFAV,OF610,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-27,3/23/2020,X-27,Restoration,plug/epoxy,co,grouped,5,OFAV,OF583,One.Year,4/1/2021,0,0,0,0,15,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-28,3/23/2020,X-28,Restoration,plug/epoxy,co,grouped,5,OFAV,OF324,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-29,3/23/2020,X-29,Restoration,plug/epoxy,co,grouped,5,OFAV,OF381,One.Year,4/1/2021,0,0,0,0,25,0,N,N,N,N,3,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-30,3/23/2020,X-30,Restoration,plug/epoxy,co,grouped,5,OFAV,OF635,One.Year,4/1/2021,0,0,0,0,5,0,N,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-31,3/23/2020,X-31,Restoration,plug/epoxy,co,grouped,5,OFAV,OF386,One.Year,4/1/2021,0,0,0,0,15,0,N,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-32,3/23/2020,X-32,Restoration,plug/epoxy,co,grouped,5,OFAV,OF605,One.Year,4/1/2021,0,0,0,0,15,0,N,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-33,3/23/2020,X-33,Restoration,plug/epoxy,co,grouped,10,OFAV,OF332,One.Year,4/1/2021,1,0,0,0,15,0,N,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-34,3/23/2020,X-34,Restoration,plug/epoxy,co,grouped,10,OFAV,OF630,One.Year,4/1/2021,0,0,0,0,20,0,N,N,N,Y,2,0,PB,Catspaw
CP_M_2,43913-CP_M_2-X-35,3/23/2020,X-35,Restoration,plug/epoxy,co,grouped,10,OFAV,OF231,One.Year,4/1/2021,0,0,0,0,25,0,N,N,N,Y,2,0,PB,Catspaw
CP_M_2,43913-CP_M_2-X-36,3/23/2020,X-36,Restoration,plug/epoxy,co,grouped,10,OFAV,OF510,One.Year,4/1/2021,0,0,0,0,0,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-37,3/23/2020,X-37,Restoration,plug/epoxy,co,grouped,10,OFAV,OF503,One.Year,4/1/2021,0,0,0,0,15,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-37,3/23/2020,X-37,Restoration,plug/epoxy,co,grouped,10,OFAV,OF503,One.Month,4/29/2020,1,0,0,10,20,0,Y,N,N,N,2,0,1 coral entirely removed by fish,Catspaw
CP_M_2,43913-CP_M_2-X-38,3/23/2020,X-38,Restoration,plug/epoxy,co,grouped,10,OFAV,OF471,One.Month,4/29/2020,0,0,0,10,20,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-39,3/23/2020,X-39,Restoration,plug/epoxy,co,grouped,10,OFAV,OF631,One.Month,4/29/2020,0,0,0,10,20,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-40,3/23/2020,X-40,Restoration,plug/epoxy,co,grouped,5,OFAV,OF266,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-41,3/23/2020,X-41,Restoration,plug/epoxy,co,grouped,5,OFAV,OF308,One.Month,4/29/2020,0,0,0,5,25,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-42,3/23/2020,X-42,Restoration,plug/epoxy,co,grouped,5,OFAV,OF629,One.Month,4/29/2020,0,0,0,5,20,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-43,3/23/2020,X-43,Restoration,plug/epoxy,co,grouped,5,OFAV,OF378,One.Year,4/1/2021,1,0,0,0,20,0,N,N,N,N,1,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-44,3/23/2020,X-44,Restoration,plug/epoxy,co,grouped,5,OFAV,OF567,One.Year,4/1/2021,4,0,0,0,80,0,N,N,N,N,3,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-45,3/23/2020,X-45,Restoration,plug/epoxy,co,grouped,5,OFAV,OF217,One.Year,4/1/2021,2,0,0,0,30,0,N,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-33,3/23/2020,X-33,Restoration,plug/epoxy,co,grouped,10,OFAV,OF332,One.Month,4/29/2020,1,0,0,10,20,0,Y,N,N,N,2,0,1 coral entirely removed by fish,Catspaw
CP_M_2,43913-CP_M_2-X-34,3/23/2020,X-34,Restoration,plug/epoxy,co,grouped,10,OFAV,OF630,One.Month,4/29/2020,0,0,0,10,20,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-35,3/23/2020,X-35,Restoration,plug/epoxy,co,grouped,10,OFAV,OF231,One.Month,4/29/2020,0,0,0,10,20,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-36,3/23/2020,X-36,Restoration,plug/epoxy,co,grouped,10,OFAV,OF510,One.Month,4/29/2020,0,0,0,10,10,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-45,3/23/2020,X-45,Restoration,plug/epoxy,co,grouped,5,OFAV,OF217,One.Month,4/29/2020,0,0,0,5,25,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-46,3/23/2020,X-46,Restoration,plug/epoxy,co,grouped,5,OFAV,OF250,One.Month,4/29/2020,0,0,0,5,25,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-43,3/23/2020,X-43,Restoration,plug/epoxy,co,grouped,5,OFAV,OF378,One.Month,4/29/2020,0,0,0,5,20,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-44,3/23/2020,X-44,Restoration,plug/epoxy,co,grouped,5,OFAV,OF567,One.Month,4/29/2020,0,0,0,5,30,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-47,3/23/2020,X-47,Restoration,plug/epoxy,co,grouped,5,OFAV,OF382,One.Month,4/29/2020,0,0,0,5,25,0,Y,N,N,N,2,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-47,3/23/2020,X-47,Restoration,plug/epoxy,co,grouped,5,OFAV,OF382,One.Year,4/1/2021,5,0,0,0,0,0,N,N,N,N,4,0,0,Catspaw
CP_M_2,43913-CP_M_2-X-46,3/23/2020,X-46,Restoration,plug/epoxy,co,grouped,5,OFAV,OF250,One.Year,4/1/2021,3,0,0,0,0,0,N,N,N,N,1,0,0,Catspaw
CP_M_3,44103-CP_M_3-X-48,9/29/2020,X-48,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF21,One.Year,10/4/2021,0,0,0,0,0,0,N,N,N,N,1,0,great fusion,Catspaw
CP_M_3,44103-CP_M_3-X-48,9/29/2020,X-48,Restoration,plug/epoxy,ce,grouped,20,OFAV,OF21,One.Month,10/31/2020,0,0,0,9,5,0,Y,N,N,N,1,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-118,10/27/2021,X-118,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF27,One.Month,12/3/2021,0,0,0,6,5,0,N,N,N,N,2,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-119,10/27/2021,X-119,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF331,One.Month,12/3/2021,0,0,0,4,5,0,N,N,N,N,2,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-115,10/27/2021,X-115,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF575,One.Year,10/17/2022,0,0,0,0,0,0,N,N,N,N,1,2,0,Catspaw
CP_M_5,44496-CP_M_5-X-116,10/27/2021,X-116,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF575,One.Year,10/17/2022,0,0,0,0,0,0,N,N,N,N,1,2,0,Catspaw
CP_M_5,44496-CP_M_5-X-113,10/27/2021,X-113,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF3,One.Month,12/3/2021,0,0,0,5,5,10,N,N,N,N,2,0,ABR?,Catspaw
CP_M_5,44496-CP_M_5-X-114,10/27/2021,X-114,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF3,One.Month,12/3/2021,0,0,0,6,5,0,N,N,N,N,2,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-115,10/27/2021,X-115,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF575,One.Month,12/3/2021,0,0,0,6,5,0,N,N,N,N,2,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-116,10/27/2021,X-116,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF575,One.Month,12/3/2021,0,0,0,3,2,1,N,N,N,N,2,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-117,10/27/2021,X-117,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF61,One.Month,12/3/2021,0,0,0,4,1,0,N,N,N,N,1,0,0,Catspaw
CP_M_5,44496-CP_M_5-X-113,10/27/2021,X-113,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF3,One.Year,10/17/2022,0,0,0,0,0,0,N,N,N,N,1,4,0,Catspaw
CP_M_5,44496-CP_M_5-X-114,10/27/2021,X-114,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF3,One.Year,10/17/2022,0,0,0,0,10,0,N,N,N,N,1,3,0,Catspaw
CP_M_5,44496-CP_M_5-X-119,10/27/2021,X-119,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF331,One.Year,10/17/2022,0,0,0,0,10,0,N,N,N,N,1,4,0,Catspaw
CP_M_5,44496-CP_M_5-X-117,10/27/2021,X-117,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF61,One.Year,10/17/2022,0,0,0,0,0,0,N,N,N,N,1,3,0,Catspaw
CP_M_5,44496-CP_M_5-X-118,10/27/2021,X-118,Restoration,plug/epoxy,ce,grouped,10,OFAV,OF27,One.Year,10/17/2022,1,0,0,0,35,0,N,N,N,N,3,4,0,Catspaw
DL_M_1,43914-DL_M_1-X-37,3/24/2020,X-37,Restoration,plug/epoxy,co,grouped,5,OFAV,OF376,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-38,3/24/2020,X-38,Restoration,plug/epoxy,co,grouped,5,OFAV,OF343,One.Month,4/29/2020,0,0,0,5,20,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-41,3/24/2020,X-41,Restoration,plug/epoxy,co,grouped,5,OFAV,OF370,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-42,3/24/2020,X-42,Restoration,plug/epoxy,co,grouped,5,OFAV,OF509,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-39,3/24/2020,X-39,Restoration,plug/epoxy,co,grouped,5,OFAV,OF201,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,2,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-21,3/24/2020,X-21,Restoration,plug/epoxy,co,grouped,10,OFAV,OF241,One.Month,4/29/2020,0,0,0,8,10,0,Y,N,N,N,1,0,0,Dogsleg
DL_M_1,43914-DL_M_1-X-22,3/24/2020,X-22,Restoration,plug/epoxy,co,grouped,10,OFAV,OF509,One.Month,4/29/2020,0,3,0,1,5,70,Y,N,Y,N,3,0,9 corals showing heavy tissue loss from disease,Dogsleg
DL_M_1,43914-DL_M_1-X-23,3/24/2020,X-23,Restoration,plug/epoxy,co,grouped,10,OFAV,OF642,One.Month,4/29/2020,4,0,0,10,30,20,Y,N,Y,N,3,0,"2 corals showing heavy tissue loss from disease, 4 corals removed entirely by fish",Dogsleg
DL_M_1,43914-DL_M_1-X-40,3/24/2020,X-40,Restoration,plug/epoxy,co,grouped,5,OFAV,OF393,One.Month,4/29/2020,0,0,0,5,15,0,Y,N,N,N,2,0,0,Dogsleg
